2020-02-11/21:44:00		Error while creating table: no such column: F 
2022-07-07/01:16:16		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:16		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:16		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:16		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:20		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:20		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:20		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:20		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:20		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:20		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:20		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:20		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:20		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:20		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:20		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:20		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:20		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:21		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:21		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:21		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:21		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:21		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:21		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:21		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:21		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:21		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:21		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:21		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:21		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:21		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:22		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:22		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:22		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:22		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:22		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:22		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:22		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:22		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:22		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:22		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:22		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:22		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:23		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:23		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:23		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:23		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:23		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:23		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:23		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:23		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:23		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:23		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:23		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:23		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:24		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:24		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:24		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:24		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:24		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:24		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:24		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:24		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:24		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:25		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:25		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:25		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:25		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:25		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:25		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2022-07-07/01:16:31		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:31		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:31		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:31		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:31		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:31		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:43		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:43		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:43		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:43		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:43		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:43		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:43		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:43		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:43		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:43		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:43		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:43		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:44		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:44		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:44		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:44		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:44		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:44		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:44		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:45		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:45		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:45		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:45		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
